file,condition,mean,std,min,max,n_turns
CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,scaffold,0.6239704713225365,0.1389526038200031,0.3485163748264313,0.8046180009841919,8
CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,scaffold,0.57719811424613,0.12634055972211763,0.3837122619152069,0.7684628963470459,8
CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,scaffold,0.6191632561385632,0.13529009849120902,0.34024539589881897,0.7676462531089783,8
CONVERSATION_RESUME_Ursula_AntiPeace_Downside.txt,scaffold,0.5659272111952305,0.14339539755145372,0.25901442766189575,0.7088991403579712,8
CONVERSATION_RESUME_Yasmin_ProPeace_Downside.txt,scaffold,0.5427416637539864,0.12188283596183865,0.2612842917442322,0.669684886932373,8
CONVERSATION_RESUME_Alice_Leader_Ranger.txt,scaffold,0.6730089783668518,0.0612998193813537,0.5755831003189087,0.7967079281806946,8
CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,scaffold,0.6665681302547455,0.06893781279138114,0.560653567314148,0.7534793615341187,8
CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,scaffold,0.6196398884057999,0.11300574739263446,0.41788047552108765,0.7612148523330688,8
CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,scaffold,0.6581029519438744,0.09697754702328422,0.5132210850715637,0.7823137640953064,8
CONVERSATION_RESUME_Ursula_AntiPeace_Downside.txt,scaffold,0.6185655333101749,0.12285731404787788,0.36093994975090027,0.7993203401565552,8
CONVERSATION_RESUME_Yasmin_ProPeace_Downside.txt,scaffold,0.6297765374183655,0.11065920138416539,0.45905160903930664,0.7947563529014587,8
CONVERSATION_RESUME_Alice_Leader_Ranger.txt,scaffold,0.654510997235775,0.06162801446966259,0.5353659391403198,0.7475992441177368,8
CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,scaffold,0.6696037352085114,0.047607582265249186,0.6052685976028442,0.7341785430908203,8
CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,scaffold,0.6107267588376999,0.10229741003792128,0.4993164539337158,0.8169218897819519,8
CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,scaffold,0.672172024846077,0.07839793614141125,0.5210440754890442,0.7842125296592712,8
CONVERSATION_RESUME_Ursula_AntiPeace_Downside.txt,scaffold,0.695364560931921,0.13677803474441633,0.3758547008037567,0.8440470695495605,8
CONVERSATION_RESUME_Yasmin_ProPeace_Downside.txt,scaffold,0.6300405822694302,0.10518815480821275,0.4374559819698334,0.7692499160766602,8
CONVERSATION_RESUME_Alice_Leader_Ranger.txt,scaffold,0.6697852909564972,0.0779705029139137,0.5179194211959839,0.7702741026878357,8
CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,scaffold,0.6823962554335594,0.09172294551940333,0.508357048034668,0.7958959937095642,8
CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,scaffold,0.6359610483050346,0.10232886447891702,0.5128904581069946,0.8094304800033569,8
CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,scaffold,0.6699379235506058,0.07645555645271157,0.5032401084899902,0.7966680526733398,8
CONVERSATION_RESUME_Ursula_AntiPeace_Downside.txt,scaffold,0.637002743780613,0.14064960484532735,0.3764208257198334,0.811880350112915,8
